N-gramm,Count
belief in,2
ward for,2
imprimis she,2
mistress what,2
being to,2
dir barnardine,2
come o,2
imogen imogen,2
imogen my,2
than was,2
clap into,2
remain here,2
rogue i,2
to bay,2
street to,2
been drinking,2
the close,2
throw stones,2
no common,2
daughter i,2
time now,2
next day,2
him petruchio,2
seventhree look,2
bianca gremio,2
ghostly father,2
confer at,2
thou silvia,2
danger and,2
tend upon,2
thy shape,2
should again,2
thy note,2
forswore it,2
language that,2
silvia be,2
did provoke,2
are witness,2
his note,2
joy is,2
how these,2
cymbeline guiderius,2
silvia in,2
note so,2
true the,2
the wren,2
with barnardine,2
with little,2
slew him,2
i slew,2
are amaz,2
amaz but,2
fly not,2
thy horn,2
what became,2
honour what,2
to violate,2
the so,2
roar to,2
sixone am,2
sing that,2
anon if,2
for stage,2
if at,2
far exceed,2
own do,2
news curtis,2
grumio the,2
thy vain,2
threefive lorenzo,2
these ears,2
sixone there,2
see their,2
his entering,2
or forswear,2
ninefive that,2
from myself,2
ass of,2
art condemn,2
curtis in,2
certain and,2
world curtis,2
how goes,2
right glad,2
fourthree stage,2
with unchaste,2
enamour of,2
lord imogen,2
water on,2
ye not,2
dead then,2
there here,2
is blind,2
bird the,2
caper at,2
lie though,2
of bad,2
scandal to,2
flesh my,2
blind and,2
silence will,2
good curtis,2
embracing him,2
follies that,2
are upon,2
beggar then,2
throw your,2
you throw,2
ear is,2
and dagger,2
did for,2
dead cymbeline,2
deny this,2
what angel,2
long of,2
away he,2
who but,2
this casket,2
here as,2
were mistress,2
seek her,2
flowery bed,2
accident i,2
was gone,2
here young,2
the sparrow,2
so openly,2
proteus who,2
commodity of,2
of brown,2
valentine nothing,2
maria sixzero,2
full many,2
i strike,2
mark and,2
and dares,2
hot a,2
chain which,2
be corrupted,2
goodness of,2
remuneration for,2
abides and,2
look when,2
thyself for,2
him your,2
your kind,2
and exeunt,2
assurance if,2
their nativity,2
all truth,2
bianca be,2
women on,2
ship salanio,2
served him,2
her helena,2
can these,2
eightnine go,2
ears i,2
bearing the,2
thee kindly,2
kindly for,2
fourzero he,2
am thus,2
well gentlemen,2
eglamour eighteight,2
sun begins,2
tears look,2
a colour,2
their fresh,2
service but,2
do perceive,2
perceive these,2
a strait,2
master good,2
instruments of,2
lysander why,2
broken and,2
way my,2
his wings,2
out angelo,2
duke eightnine,2
lost but,2
was lost,2
all was,2
and punish,2
punish them,2
in scorn,2
of pleasure,2
from where,2
a vengeance,2
a british,2
thy oaths,2
flatter with,2
to gild,2
but blows,2
true lysander,2
thou next,2
them against,2
a boot,2
these i,2
nothing weigh,2
poor soldier,2
call that,2
me put,2
eph officer,2
field of,2
more within,2
begin the,2
as light,2
light as,2
valour in,2
men know,2
of land,2
hated to,2
are light,2
no judgment,2
officer dromio,2
dir officers,2
sixeight good,2
thee o,2
enforce them,2
nay rather,2
old gremio,2
leaves him,2
advance your,2
much they,2
thy gentry,2
stir not,2
your cunning,2
wear mine,2
my profession,2
signior lucio,2
nature have,2
assurance she,2
father make,2
is tranio,2
cucullus non,2
non facit,2
off if,2
senseless villain,2
belied a,2
have belied,2
facit monachum,2
thou whoreson,2
his amorous,2
and guilt,2
have offer,2
mistress sake,2
touch i,2
left i,2
faith which,2
master love,2
lucio he,2
the parrot,2
duke for,2
she silvia,2
his lecture,2
eightfour from,2
the need,2
life o,2
a picture,2
pinch stage,2
apple of,2
eye when,2
and pinch,2
courtezan and,2
my lessons,2
madam please,2
you peruse,2
olivia i,2
am viola,2
the pikes,2
thinks that,2
along my,2
of twenty,2
die or,2
coward but,2
husband yet,2
neither maid,2
maid widow,2
widow nor,2
nor wife,2
adriana sevenzero,2
here madam,2
lucio my,2
a punk,2
courtier adriana,2
them are,2
thou bring,2
a fox,2
things you,2
i charm,2
fox to,2
not wonder,2
silence that,2
some cause,2
despiseth me,2
was strange,2
do appear,2
known my,2
are grown,2
beg of,2
his julia,2
called vincentio,2
good the,2
silvia eightsix,2
was broke,2
these mortals,2
run the,2
saw bassanio,2
noise they,2
driven out,2
breeding as,2
heard from,2
which gave,2
light from,2
forgot the,2
too forward,2
behind and,2
gone in,2
and unjust,2
with dead,2
alone and,2
wooing a,2
children but,2
but smile,2
eightsix she,2
love olivia,2
what fools,2
the passage,2
dir unveiling,2
that fled,2
his departure,2
unveiling stage,2
face thou,2
a distaff,2
bianca why,2
eightfive she,2
viola then,2
gentlewoman my,2
was fast,2
her silvia,2
took away,2
in act,2
three three,2
isabel and,2
and while,2
back in,2
like beasts,2
seven scene,2
lucio eighteight,2
sorrow julia,2
souls that,2
madam than,2
five years,2
officer sixeight,2
on mistress,2
ibat simois,2
tranio fourthree,2
hanging lucio,2
apace we,2
hope have,2
nay what,2
lock it,2
of helena,2
find we,2
what pleasure,2
seventhree let,2
belarius seventhree,2
us guiderius,2
seventhree the,2
o helen,2
be witnesses,2
we we,2
office if,2
amen say,2
fourthree amen,2
forty ducats,2
gremio fourthree,2
be clear,2
match baptista,2
reason with,2
demean himself,2
as tender,2
slay us,2
he keep,2
and fine,2
whence we,2
their time,2
two stones,2
a manly,2
now baptista,2
in chase,2
stones by,2
stay awhile,2
the gain,2
baptista fourfour,2
lucio ninethree,2
ninethree come,2
wife acquainted,2
be death,2
extort from,2
o miserable,2
not off,2
girl she,2
virgin and,2
him crying,2
and unnatural,2
rescue me,2
let good,2
my dread,2
dread lord,2
baptista fourthree,2
mariana friar,2
seventwo now,2
than at,2
peril thou,2
aby it,2
valentine ninefive,2
kate she,2
your coast,2
dear look,2
shall still,2
cymbeline lord,2
faith or,2
have persuaded,2
salanio fourone,2
diligence in,2
wants no,2
there wants,2
all parts,2
first gremio,2
maid be,2
he true,2
bound he,2
eye his,2
brother death,2
matter cymbeline,2
of come,2
be fine,2
to remain,2
am honest,2
am false,2
heart thy,2
betid to,2
good prince,2
will unto,2
hold upon,2
narrow seas,2
did promise,2
shame but,2
french and,2
are alone,2
contracted to,2
now out,2
silvia ninefive,2
from italy,2
it seeks,2
let withdraw,2
helen it,2
that long,2
friar which,2
a twink,2
home return,2
are arviragus,2
words can,2
young you,2
grow this,2
hundred ducats,2
mine gremio,2
struck me,2
repent and,2
had liv,2
am struck,2
daughter o,2
standing in,2
every good,2
besides she,2
themselves for,2
my ducats,2
house or,2
ears stage,2
hast suborn,2
brass and,2
of pure,2
pure white,2
follows her,2
reveng on,2
follow more,2
die that,2
for silvia,2
list to,2
should hear,2
by joint,2
to second,2
does a,2
goddess nymph,2
welcome you,2
weeds and,2
it cowardice,2
thine eyne,2
heavens hear,2
wound to,2
thy i,2
kill thy,2
thee home,2
ninety what,2
nineone in,2
lucio nineone,2
year of,2
ducats by,2
nineone come,2
sir did,2
ripe in,2
besides two,2
has in,2
nineone how,2
madam viola,2
joint by,2
hell i,2
rush into,2
him signior,2
thither what,2
be question,2
so can,2
ducats is,2
met you,2
my parts,2
sealed bags,2
you hate,2
choose for,2
slaves of,2
tune my,2
you indeed,2
spoke so,2
hopeless to,2
thou damnable,2
this hard,2
well aguecheek,2
of breeding,2
thy speeches,2
ring away,2
perforce my,2
and besides,2
remembrance and,2
lord come,2
breed a,2
viola my,2
blood but,2
enter outlaws,2
outlaws with,2
must bring,2
are bent,2
one silvia,2
set so,2
this finger,2
finger of,2
andrew and,2
set against,2
toby sir,2
stuff my,2
care but,2
civil and,2
and knew,2
to warrant,2
join in,2
captain we,2
laws for,2
is richly,2
barber shop,2
mock as,2
her baptista,2
nothing then,2
cost the,2
my falsehood,2
not blame,2
his breast,2
shrew of,2
murder him,2
murderer look,2
sevenone in,2
prince i,2
dead so,2
heavenly picture,2
proteus sir,2
star reign,2
blame thee,2
spent our,2
henceforth be,2
that opinion,2
girl i,2
with madness,2
impossible that,2
impossible but,2
proteus madam,2
my gift,2
the murder,2
as just,2
so base,2
yours it,2
contains her,2
his full,2
is angelo,2
away no,2
me are,2
pinch seventwo,2
adriana pinch,2
our bless,2
by course,2
us his,2
a slow,2
coming biondello,2
smell the,2
music host,2
bitterly and,2
news to,2
eightthree he,2
sicilius eightthree,2
what fine,2
see fair,2
a hypocrite,2
since have,2
up mine,2
you stir,2
portia one,2
news as,2
not truer,2
no care,2
with mortal,2
angelo even,2
out dromio,2
sure more,2
you shut,2
harsh and,2
assure thyself,2
thyself my,2
a frantic,2
of fornication,2
give his,2
condemn by,2
gods why,2
thou king,2
proteus sevensix,2
from claudio,2
your picture,2
fortune with,2
with honour,2
right with,2
angelo for,2
he indeed,2
eightthree no,2
lord nor,2
twain that,2
our parents,2
jupiter our,2
lysander where,2
banks of,2
seems true,2
would quickly,2
rest upon,2
silvia sir,2
word though,2
even this,2
be less,2
name for,2
as bright,2
believe no,2
other her,2
and baptista,2
the ghosts,2
he throws,2
dir jupiter,2
appeal and,2
eightthree o,2
both brothers,2
thy deity,2
in silver,2
thee silvia,2
and proclaim,2
dead proteus,2
peep through,2
wits i,2
no shame,2
lord her,2
word sir,2
woman by,2
thurio seventwo,2
them know,2
side that,2
silvia for,2
he wak,2
eightfour come,2
kiss this,2
tune and,2
favours that,2
that keep,2
keep within,2
oberon stand,2
not either,2
stand close,2
flourish in,2
fortunate and,2
britain be,2
miseries britain,2
end his,2
posthumus end,2
shall posthumus,2
grow then,2
of oblivion,2
proteus seventwo,2
and freshly,2
reckoning for,2
your justice,2
friend when,2
be quit,2
think how,2
purse too,2
dark room,2
devise but,2
but hast,2
thou yet,2
the heavier,2
my bonds,2
burst and,2
are paid,2
and sorry,2
athenian eyes,2
toby fabian,2
window and,2
the sadness,2
enter thurio,2
more which,2
him sleeping,2
thurio sevenone,2
and deadly,2
freshly grow,2
old stock,2
when will,2
hear music,2
seventwo alas,2
time speak,2
him friar,2
o royal,2
deserve and,2
silvia what,2
dream not,2
vail your,2
seventwo thou,2
belch go,2
be is,2
a broken,2
well his,2
justice isabella,2
to silvia,2
that silvia,2
vanish stage,2
with care,2
have away,2
you man,2
sees you,2
this whole,2
his god,2
you money,2
seventwo come,2
jointed to,2
it covers,2
be jointed,2
revive be,2
after revive,2
shall after,2
years shall,2
dead many,2
lopped branches,2
be lopped,2
cedar shall,2
stately cedar,2
a stately,2
breath so,2
so bitter,2
be embraced,2
seeking find,2
without seeking,2
unknown without,2
himself unknown,2
whelp shall,2
whenas a,2
courtiers as,2
seventwo marry,2
me heart,2
take note,2
brother two,2
i claim,2
served me,2
over to,2
him over,2
very scurvy,2
scurvy fellow,2
stood by,2
arviragus pisanio,2
executed i,2
doth court,2
me feel,2
not return,2
touch or,2
oberon fivezero,2
was set,2
had answer,2
hast mistaken,2
make water,2
pinch sevenzero,2
did believe,2
do such,2
quite and,2
hortensio madam,2
peter eightsix,2
habit that,2
a fourth,2
a gaoler,2
gaoler then,2
friar a,2
some slight,2
eightfive one,2
reason belch,2
takes upon,2
prayers and,2
dog at,2
not had,2
eightfive a,2
three parts,2
art more,2
had suffered,2
lucio eightfive,2
for debt,2
pleasant with,2
i better,2
that bankrupt,2
out says,2
still upon,2
having been,2
gaoler two,2
one gaoler,2
must believe,2
bianca i,2
within whose,2
his sons,2
on some,2
not gold,2
death where,2
silvia she,2
simois i,2
not smile,2
angelo o,2
vanity of,2
come cousin,2
go swifter,2
you judge,2
a conjurer,2
own cause,2
pinch you,2
steterat priami,2
too you,2
contrary and,2
confirms no,2
cheer with,2
est sigeia,2
me mariana,2
who dares,2
that cost,2
posthumus to,2
angry sir,2
mariana no,2
ring with,2
son unto,2
heard that,2
on oath,2
not hic,2
for imogen,2
most villanously,2
neither here,2
some turn,2
him back,2
looks luce,2
sick my,2
his mere,2
how sharp,2
fivezero then,2
fiery and,2
how fiery,2
but yield,2
dir madam,2
in fight,2
dog again,2
my outside,2
or hath,2
accus her,2
he hides,2
vincentio of,2
he struck,2
remain so,2
i repent,2
a practice,2
in madam,2
an adder,2
sicilius brother,2
cast thy,2
deserv the,2
stuff so,2
adriana sevenone,2
i persuaded,2
attends your,2
house antipholus,2
denied to,2
great nature,2
methinks he,2
crying his,2
worthy lady,2
i denied,2
shut and,2
now begin,2
with grief,2
doors were,2
sicilius mother,2
i flatter,2
mistress then,2
exeunt bianca,2
touch could,2
phrase is,2
whose father,2
the phrase,2
among men,2
geck and,2
falsehood shall,2
heed to,2
and petruchio,2
him being,2
fivezero stage,2
one sweet,2
eightfour it,2
be right,2
being awake,2
host sevensix,2
tranio katharina,2
proceed duke,2
this pernicious,2
and hast,2
if once,2
enter eglamour,2
his dignity,2
dir eglamour,2
best could,2
of imogen,2
in eye,2
after much,2
very soul,2
constrain to,2
sake you,2
silvia at,2
at friar,2
friar patrick,2
weigh not,2
they weigh,2
man they,2
life take,2
dear life,2
man servant,2
third a,2
fivezero there,2
fain be,2
men who,2
when three,2
cog and,2
following her,2
this fierce,2
and sisters,2
render of,2
taught him,2
the order,2
if of,2
andrew fabian,2
unfold the,2
fivezero a,2
up you,2
being yours,2
spend your,2
prays you,2
sends a,2
eglamour i,2
most likely,2
eightfour by,2
mood i,2
dir sicilius,2
revel and,2
then after,2
before them,2
bianca take,2
weigh thy,2
venture to,2
aguecheek will,2
set you,2
fabian this,2
music enter,2
isabella eightfive,2
then o,2
little what,2
i choose,2
in patience,2
horse where,2
learn our,2
did mean,2
none else,2
is near,2
perceived in,2
threeone fair,2
and dishonour,2
speak troth,2
onenine without,2
we rest,2
go mend,2
our lady,2
rest us,2
sworn an,2
these follies,2
the sleeves,2
conduct me,2
then conduct,2
tarry for,2
court is,2
this court,2
roof of,2
sort sir,2
mask stage,2
threeone be,2
bed for,2
this bank,2
vile thing,2
onenine are,2
ignorance were,2
valentine onenine,2
brabant once,2
in brabant,2
sake be,2
berowne did,2
ounce or,2
or cat,2
viola sevenone,2
may king,2
king madam,2
suit princess,2
resolve me,2
pard or,2
and suddenly,2
coming and,2
thyself from,2
the jay,2
to lorenzo,2
but pardon,2
oath my,2
presently after,2
appear when,2
at gratiano,2
his knowledge,2
dromio ægeon,2
will rest,2
lady silvia,2
heart one,2
faults as,2
tales and,2
to fabian,2
why valentine,2
eyes had,2
the lights,2
that then,2
had thee,2
object that,2
every object,2
occasion for,2
at sir,2
talk withal,2
lie further,2
spent an,2
lucio how,2
ducat for,2
man within,2
the wheels,2
wheels of,2
to he,2
new master,2
pocket and,2
petruchio well,2
his discourse,2
son antipholus,2
pillow for,2
you gaze,2
devil have,2
to besiege,2
to lodge,2
he rather,2
wilt prove,2
not speed,2
address to,2
hence be,2
to tailor,2
approach and,2
ere this,2
lord princess,2
use o,2
me dote,2
comes boyet,2
has given,2
of count,2
abide a,2
mistress gown,2
one her,2
serve as,2
onenine god,2
languish for,2
his painted,2
do gratiano,2
go panthino,2
panthino proteus,2
well satisfied,2
belch seventwo,2
duke pompey,2
some reason,2
merry world,2
fair self,2
world since,2
milan a,2
is petruchio,2
the worser,2
observance of,2
are on,2
on valentine,2
one speed,2
of law,2
it mine,2
demand to,2
soul as,2
silvia silvia,2
no offence,2
aquitaine and,2
in aquitaine,2
to france,2
princess twotwo,2
dine together,2
twotwo you,2
and dispatch,2
a sober,2
lullaby lulla,2
angelo that,2
father julia,2
twothree so,2
lulla lulla,2
lulla lullaby,2
exceptions to,2
never harm,2
me near,2
ay what,2
word boyet,2
arrest your,2
twotwo we,2
back or,2
brown and,2
both forsworn,2
a cloud,2
receipt of,2
name in,2
night with,2
wrong the,2
right in,2
antonio sevenone,2
me while,2
amen so,2
forthwith to,2
your bearing,2
a grievous,2
squeezes the,2
fall the,2
hath offended,2
offended the,2
flower on,2
your mask,2
fair befall,2
thief too,2
eyelids stage,2
berowne what,2
to relish,2
the mire,2
relish a,2
a schoolboy,2
too fast,2
wit too,2
berowne your,2
the evil,2
evil that,2
quick berowne,2
and sport,2
exeunt fairies,2
there by,2
berowne nay,2
worth if,2
sister did,2
hence away,2
walk on,2
although not,2
sir speed,2
which one,2
surety of,2
bade you,2
thousand more,2
away now,2
and thither,2
that sum,2
neither have,2
wars but,2
oneeight and,2
way sir,2
payment of,2
myself he,2
on belch,2
here doth,2
his grandam,2
gone berowne,2
do most,2
that virtue,2
with melody,2
ice that,2
they threw,2
true think,2
turn not,2
found i,2
fabian viola,2
the duello,2
he respects,2
nay we,2
this proteus,2
and second,2
odds for,2
for hercules,2
speed i,2
are pleasant,2
love night,2
some foul,2
evil angel,2
no evil,2
and silence,2
weeds of,2
now nay,2
forsworn is,2
master said,2
have hanged,2
this strife,2
verona a,2
without my,2
be moved,2
plea of,2
may owe,2
does well,2
precious in,2
her mind,2
herself hath,2
with half,2
unto her,2
print for,2
that wish,2
boyet lords,2
katharine boyet,2
wish the,2
must cure,2
bloody and,2
cure it,2
lucio yes,2
sooth the,2
vice is,2
sevensix why,2
sir though,2
eating and,2
mistress be,2
getting a,2
what gone,2
hath better,2
ducat in,2
power this,2
your fellows,2
our maid,2
doth owe,2
wringing her,2
you knock,2
his a,2
costard fifteen,2
fellow was,2
let love,2
concealing it,2
fast for,2
else my,2
the anger,2
have wept,2
wept to,2
fifteen come,2
fair weather,2
safety you,2
lips but,2
fifteen so,2
salanio lorenzo,2
so awake,2
crotchets in,2
crab my,2
some feeling,2
received my,2
the maiden,2
gratiano thirty,2
their words,2
enter panthino,2
prisoners to,2
man are,2
they look,2
proteus you,2
to mercy,2
sleeve is,2
enter launce,2
way duke,2
merry days,2
dog stage,2
she durst,2
servant eightsix,2
loose costard,2
thy gown,2
up sir,2
who not,2
onesix let,2
on lysander,2
determine this,2
bed sleep,2
than aquitaine,2
skein of,2
speed silvia,2
virtue gloss,2
soil of,2
ill that,2
eaten up,2
gone servant,2
aguecheek sevenzero,2
ladyship valentine,2
longaville a,2
your fresh,2
to testify,2
a marriage,2
madam at,2
manners and,2
cry within,2
go say,2
thee thither,2
princess lord,2
vows if,2
lords that,2
but gentle,2
the votaries,2
princess oneeight,2
elbow lucio,2
ha lucio,2
million of,2
more silvia,2
sharp wit,2
onenine the,2
conference i,2
heart unto,2
human reason,2
they grow,2
master guest,2
have valentine,2
his humours,2
most that,2
onenine they,2
maria onenine,2
so princess,2
tailor with,2
heart we,2
it two,2
hous him,2
then two,2
then by,2
your side,2
thus still,2
witness you,2
worse duke,2
in talk,2
will princess,2
bachelor and,2
no believe,2
my worth,2
news abroad,2
amen amen,2
judgment of,2
amen to,2
friar of,2
fair prayer,2
the painted,2
then end,2
but mean,2
sure unless,2
life when,2
boyet my,2
lord boyet,2
lucio some,2
you boyet,2
emperor of,2
yourself why,2
of russia,2
dir retires,2
nature was,2
as nature,2
away thou,2
not perceive,2
nor now,2
worth than,2
it valentine,2
alack what,2
conference with,2
tailor i,2
quick dispatch,2
turn good,2
husband now,2
twothree madam,2
cut tailor,2
bold of,2
lucio no,2
before we,2
tailor but,2
night sweet,2
woman may,2
years no,2
more adieu,2
sweet life,2
friar lucio,2
gown is,2
taught her,2
ways sir,2
come elbow,2
bail me,2
wise in,2
shall suffice,2
philomel with,2
mean indeed,2
the goodness,2
you julia,2
master no,2
master or,2
honest master,2
moon petruchio,2
slow armado,2
more toward,2
petruchio eightthree,2
i witness,2
too sharp,2
touch her,2
the ass,2
then lucentio,2
must send,2
thou armado,2
fill your,2
a message,2
lucetta onetwo,2
fetch hither,2
yet nothing,2
times as,2
thou follow,2
three armado,2
believe but,2
no duke,2
will father,2
exit claudio,2
that lead,2
my herald,2
the wildest,2
sigh in,2
welkin i,2
moon or,2
free of,2
therefore prepare,2
prepare yourself,2
death do,2
armado a,2
your resolution,2
ran in,2
with hopes,2
viola he,2
flies and,2
little by,2
make ready,2
a cannon,2
shines so,2
claudio let,2
smoke of,2
tune lucetta,2
nineone he,2
thrice and,2
her because,2
by in,2
you note,2
revenge of,2
wenches that,2
now stands,2
wench for,2
away these,2
snip and,2
only therefore,2
painting and,2
your pocket,2
doing good,2
a rabbit,2
exit demetrius,2
biondello eightthree,2
heaven of,2
die upon,2
father come,2
saint luke,2
at saint,2
no stain,2
the throat,2
sometime through,2
gracious person,2
sigh a,2
without these,2
note me,2
are simple,2
his government,2
i gain,2
thou prove,2
heart master,2
my understanding,2
adieu sir,2
fortune be,2
teeth my,2
so anger,2
onetwo nay,2
forgot your,2
you forgot,2
perhaps a,2
content this,2
a colt,2
wrongs do,2
brother duke,2
law than,2
do set,2
but bid,2
angelo if,2
will open,2
purchased this,2
good wench,2
herald is,2
is return,2
helena the,2
katharina eightfive,2
shin costard,2
my shin,2
beast o,2
nine they,2
only give,2
no feeling,2
old proverb,2
madam lucetta,2
you bought,2
fat the,2
incest to,2
your argument,2
of high,2
from thine,2
the moth,2
saying that,2
high respect,2
thirty by,2
heaven shield,2
this argument,2
respect with,2
play my,2
be used,2
but small,2
neglect me,2
slip of,2
sister let,2
a passing,2
lieu thereof,2
eight then,2
true true,2
you demetrius,2
many good,2
best lucetta,2
and wouldst,2
thy person,2
cast my,2
at liberty,2
your spaniel,2
not sent,2
sweet soul,2
lay on,2
armado threeone,2
on nature,2
demetrius the,2
claudio sweet,2
sweet sister,2
enfranchise thee,2
will enfranchise,2
me neglect,2
as cunning,2
to sell,2
two nineone,2
your virginity,2
a salve,2
salve for,2
my privilege,2
satisfaction i,2
privilege for,2
sun but,2
provokes me,2
to frown,2
blessed sun,2
my spleen,2
night nor,2
a plantain,2
have overheard,2
no salve,2
begin armado,2
i run,2
why didst,2
hortensio eightfour,2
confess you,2
service no,2
costard broken,2
sworn these,2
then julia,2
two antipholus,2
discourse to,2
a fresher,2
claudio o,2
lines to,2
conspire against,2
goose that,2
your dog,2
hath sold,2
morrow gentle,2
tempt not,2
spirit for,2
nay hear,2
sick when,2
adding four,2
odds by,2
came out,2
goose came,2
moth i,2
maids in,2
in modesty,2
father with,2
the opportunity,2
opportunity of,2
ill counsel,2
counsel of,2
some obscure,2
bear unto,2
your feet,2
moated grange,2
in course,2
we break,2
wood stage,2
sir adieu,2
enter titania,2
titania come,2
of voice,2
one consent,2
good hap,2
the buds,2
be boyet,2
lady longaville,2
course and,2
eye launcelot,2
all we,2
with for,2
whose daughter,2
too liberal,2
to stead,2
herself to,2
twofour she,2
what letter,2
viola seventhree,2
you reading,2
coats and,2
having is,2
unmask stage,2
that last,2
last is,2
boyet so,2
hath on,2
shall that,2
right true,2
ducats he,2
mayst perceive,2
effect it,2
care that,2
more violent,2
thee gratiano,2
no sheep,2
emperor court,2
wherefore not,2
sir pardon,2
viola antonio,2
to salute,2
as willing,2
thou meet,2
word princess,2
demands to,2
twofour it,2
jest but,2
jest maria,2
away officer,2
to allay,2
sent from,2
isabella fivezero,2
will grow,2
we visit,2
sirrah biondello,2
house your,2
holding up,2
excuse it,2
though so,2
good he,2
proteus seventeen,2
pedant eightzero,2
so receiv,2
of satisfaction,2
princess in,2
near our,2
of to,2
make tender,2
honour may,2
sent after,2
there at,2
our fairy,2
disturb with,2
the moated,2
receive such,2
fair desires,2
sing you,2
from valentine,2
biondello eightzero,2
gallant lady,2
twofour a,2
having come,2
drops of,2
dumaine twofour,2
day from,2
retiring stage,2
dir retiring,2
and daily,2
mad this,2
happily met,2
my knife,2
partner of,2
your countenance,2
good berowne,2
eightzero a,2
sick rosaline,2
me biondello,2
offices and,2
heart berowne,2
me rest,2
fairies sing,2
the deceit,2
you grant,2
pasture for,2
and nobleness,2
you respect,2
is cupid,2
twosix he,2
maria twosix,2
with sweet,2
best endeavours,2
thou biondello,2
wretch a,2
only have,2
words which,2
is dispos,2
our pavilion,2
twosix come,2
loving kiss,2
these flowers,2
leonardo stage,2
and panthino,2
gratiano where,2
panthino what,2
saw his,2
sad talk,2
delight and,2
poor gentlewoman,2
the snake,2
angelo have,2
gazing in,2
panthino onefour,2
my mad,2
peradventure he,2
moth no,2
fly him,2
love oberon,2
appears not,2
armado how,2
bassanio i,2
bore me,2
moth master,2
bold and,2
and goodness,2
this key,2
great soldier,2
this these,2
thee give,2
moral of,2
hearing armado,2
father stays,2
armado twosix,2
gone rosaline,2
oxlips and,2
went with,2
mad wenches,2
throws her,2
pass his,2
athenian garments,2
and happily,2
a rabble,2
a perfect,2
man not,2
eyes deceive,2
sister and,2
lies by,2
boyet if,2
heal and,2
his for,2
ignorant how,2
person with,2
war of,2
keeps you,2
doing it,2
royal court,2
sir where,2
father isabella,2
gratiano you,2
the continuance,2
belonging to,2
continuance of,2
a sufficient,2
bassanio why,2
boyet with,2
his behaviours,2
villain a,2
a marble,2
her ready,2
prince to,2
her fortune,2
bid bianca,2
jewels in,2
as jewels,2
a hungry,2
his senses,2
likes me,2
their fortune,2
angelo so,2
gratiano signior,2
signior bassanio,2
senses to,2
you gratiano,2
tongue all,2
proud with,2
of vile,2
in few,2
there this,2
an agate,2
wears for,2
seek through,2
this shoe,2
thirty now,2
how wise,2
bianca sixeight,2
mariana sixtwo,2
sixtwo take,2
then this,2
me swear,2
in reason,2
a story,2
your lion,2
heart lucentio,2
living and,2
false eyes,2
four he,2
shylock threethree,2
hid and,2
tell he,2
snout bottom,2
that walk,2
profit of,2
more profit,2
star have,2
rack thee,2
fool of,2
lights that,2
of pale,2
isabella sixthree,2
fair silvia,2
husband from,2
forth but,2
maid duke,2
sixtwo are,2
no make,2
the penance,2
bide the,2
two more,2
have possess,2
ladies be,2
well sit,2
unlock the,2
lion snout,2
climb the,2
study now,2
grows so,2
ass thou,2
along that,2
me speed,2
but read,2
desire a,2
yourselves to,2
i joy,2
speed fourone,2
within come,2
the birds,2
saying thus,2
that julia,2
heels a,2
but valentine,2
pain as,2
hither sirrah,2
with pain,2
vain but,2
love lend,2
no berowne,2
swear me,2
which yet,2
so study,2
prison a,2
who art,2
having sworn,2
redeem you,2
fine when,2
mean how,2
the moonlight,2
lucetta fourthree,2
expressly am,2
your full,2
study where,2
as thus,2
forbid to,2
bawd provost,2
provost sixthree,2
banish valentine,2
hold an,2
to reap,2
glorious sun,2
too duke,2
blinded by,2
little have,2
despair and,2
that eye,2
constant to,2
eye who,2
jessica threethree,2
valentine this,2
indeed by,2
a corded,2
corded ladder,2
ladder to,2
grows dark,2
threethree his,2
hither as,2
light in,2
thus together,2
kindness and,2
life no,2
doth light,2
corn to,2
rebukes and,2
the decrees,2
did show,2
rogue and,2
then nor,2
that breaks,2
meet duke,2
mariana sixone,2
a parlous,2
head into,2
have sat,2
snout starveling,2
here all,2
must leave,2
by special,2
might master,2
born not,2
out when,2
this three,2
and launce,2
your servants,2
all forsworn,2
shall crave,2
mere necessity,2
will call,2
starveling bottom,2
gaze on,2
me bianca,2
time have,2
i reckon,2
of eternal,2
bully bottom,2
hath often,2
threeseven will,2
ay mistress,2
wrong have,2
husband be,2
comedy of,2
mercy sir,2
there such,2
out another,2
my former,2
mercy upon,2
bianca the,2
mariana my,2
sword to,2
of spain,2
kill himself,2
tranio ay,2
a charm,2
will last,2
loath i,2
methinks my,2
how answer,2
dispense with,2
five we,2
and six,2
our swords,2
more better,2
law against,2
a due,2
matter with,2
them speed,2
stands well,2
did betray,2
fright them,2
her launce,2
pyramus but,2
launce what,2
staff understands,2
understands me,2
fabian a,2
tongue who,2
of losing,2
do too,2
days ago,2
be written,2
this been,2
woman shall,2
fourzero but,2
in eight,2
shall endure,2
this article,2
tranio mistress,2
him tranio,2
advance stage,2
whit i,2
with fire,2
a device,2
deputy duke,2
a garden,2
should and,2
in resolution,2
while it,2
device to,2
five so,2
the alehouse,2
lords why,2
you lords,2
presently where,2
vain or,2
with madam,2
of aquitaine,2
prologue and,2
and complete,2
command a,2
must break,2
fairly in,2
from common,2
things hid,2
father no,2
puck fourzero,2
into that,2
eightzero and,2
troilus sirrah,2
fabian maria,2
some water,2
welcome father,2
salarino gratiano,2
and spirits,2
to west,2
heaven he,2
is marvel,2
call here,2
chamber for,2
his truth,2
late duke,2
the stroke,2
provost none,2
fabian sixthree,2
maria fabian,2
this peace,2
harmony of,2
tune the,2
chamber to,2
