N-gramm,Count
arms come,1
flowers methinks,1
in whitsun,1
whitsun pastorals,1
pastorals sure,1
that move,1
move still,1
still still,1
with wisdom,1
peeps through,1
through it,1
do plainly,1
plainly give,1
an unstain,1
unstain shepherd,1
wisdom i,1
other function,1
might fear,1
my doricles,1
doricles you,1
false way,1
way perdita,1
little skill,1
fairly peeps,1
which fairly,1
true blood,1
doricles your,1
o doricles,1
queens florizel,1
are queens,1
acts are,1
your acts,1
present deed,1
are doing,1
crowns what,1
particular crowns,1
so singular,1
your doing,1
each your,1
function each,1
feeding but,1
sooth he,1
you garlands,1
sixzero believe,1
with do,1
servant polixenes,1
polixenes sixzero,1
brave fellow,1
fellow polixenes,1
polixenes clown,1
an admirable,1
off slights,1
admirable conceited,1
conceited fellow,1
any unbraided,1
unbraided wares,1
wares clown,1
hath ribands,1
slights him,1
puts him,1
burthens of,1
some stretchmouthed,1
dildos and,1
and fadings,1
fadings her,1
and thump,1
thump her,1
where some,1
stretchmouthed rascal,1
man puts,1
rascal would,1
were mean,1
mean mischief,1
mischief and,1
foul gap,1
gap into,1
ribands of,1
colours i,1
rainbow points,1
sixzero prithee,1
so chants,1
chants to,1
work about,1
the square,1
square o,1
o servant,1
approach singing,1
points more,1
singing clown,1
sixzero forewarn,1
forewarn him,1
he use,1
no scurrilous,1
scurrilous words,1
a he,1
smock were,1
goddesses you,1
or goddesses,1
gods or,1
were gods,1
sings over,1
lawns why,1
cambrics lawns,1
caddisses cambrics,1
inkles caddisses,1
gross inkles,1
handle though,1
learnedly handle,1
can learnedly,1
bohemia can,1
the lawyers,1
of dildos,1
delicate burthens,1
never gaz,1
again after,1
dreams of,1
of shepherd,1
servant fivenine,1
pedlar at,1
never dance,1
dance again,1
pipe no,1
do light,1
bagpipe could,1
move you,1
sings several,1
several tunes,1
tunes faster,1
tell money,1
not dreams,1
doricles do,1
such delicate,1
best shepherd,1
gaz the,1
moon upon,1
water as,1
daughter eyes,1
choose who,1
another best,1
dances featly,1
young doricles,1
featly polixenes,1
does any,1
thing though,1
i report,1
silent if,1
if young,1
money he,1
utters them,1
had eaten,1
his customers,1
hath songs,1
all sizes,1
sizes no,1
no milliner,1
milliner can,1
can so,1
customers with,1
eaten ballads,1
with gloves,1
gloves he,1
prettiest for,1
without bawdry,1
bawdry which,1
strange with,1
lamentably clown,1
sung lamentably,1
thing indeed,1
pleasant thing,1
very pleasant,1
merrily set,1
matter merrily,1
doleful matter,1
be doleful,1
even too,1
come better,1
tunes servant,1
his tunes,1
grew to,1
ears grew,1
men ears,1
ballads and,1
garlands of,1
lack to,1
destiny say,1
winter long,1
rue these,1
these keep,1
keep seeming,1
seeming and,1
and savour,1
savour all,1
long grace,1
there rosemary,1
and remembrance,1
our shearing,1
shearing perdita,1
polixenes shepherdess,1
shepherdess a,1
you fit,1
and rue,1
sirs for,1
your blushes,1
prosper shepherd,1
feast come,1
us welcome,1
your as,1
good flock,1
flock shall,1
shall prosper,1
sir welcome,1
reverend sirs,1
welcome it,1
day dir,1
me those,1
flowers there,1
there dorcas,1
dorcas reverend,1
fit our,1
our ages,1
ages with,1
polixenes wherefore,1
kind our,1
rustic garden,1
garden barren,1
barren and,1
get slips,1
them perdita,1
wherefore gentle,1
winter polixenes,1
gentle maiden,1
maiden do,1
you neglect,1
neglect them,1
them polixenes,1
perdita for,1
bastards of,1
nature bastards,1
call nature,1
gillyvors which,1
streak gillyvors,1
and streak,1
carnations and,1
our carnations,1
winter the,1
trembling winter,1
of trembling,1
nor on,1
death nor,1
summer death,1
ancient not,1
growing ancient,1
year growing,1
are mistress,1
come quench,1
piedness shares,1
be red,1
florizel see,1
guests approach,1
approach address,1
address yourself,1
them sprightly,1
sprightly and,1
red with,1
you auspicious,1
mirth florizel,1
camillo disguised,1
disguised clown,1
shepherd fie,1
fie daughter,1
daughter when,1
auspicious perdita,1
fortune stand,1
known come,1
while your,1
merry gentle,1
gentle strangle,1
strangle such,1
thoughts as,1
these with,1
you behold,1
guests are,1
come florizel,1
coming lift,1
of celebration,1
celebration of,1
that nuptial,1
nuptial which,1
sworn shall,1
old wife,1
wife liv,1
both pantler,1
retir as,1
face o,1
o fire,1
took to,1
one sip,1
sip you,1
are retir,1
a feasted,1
pantler butler,1
feasted one,1
meeting pray,1
these unknown,1
unknown friends,1
better friends,1
friends more,1
his her,1
his shoulder,1
middle on,1
table now,1
upper end,1
at upper,1
turn now,1
dance her,1
all would,1
serv all,1
all serv,1
welcom all,1
servant welcom,1
dame and,1
both dame,1
cook both,1
butler cook,1
their piedness,1
shares with,1
the being,1
proserpina for,1
virgin branches,1
branches yet,1
your maidenheads,1
maidenheads growing,1
growing o,1
o proserpina,1
that frighted,1
wear upon,1
frighted thou,1
from dis,1
dis waggon,1
waggon daffodils,1
daffodils that,1
the swallow,1
your virgin,1
spring that,1
should leave,1
alas you,1
grazing were,1
your flock,1
only live,1
by gazing,1
gazing camillo,1
perdita out,1
so lean,1
some flowers,1
lean that,1
that blasts,1
blasts of,1
of january,1
january would,1
through now,1
swallow dares,1
dares and,1
of march,1
to maids,1
his strength,1
strength a,1
a malady,1
malady most,1
most incident,1
incident to,1
maids bold,1
march with,1
bold oxlips,1
crown imperial,1
imperial lilies,1
lilies of,1
all kinds,1
kinds the,1
phœbus in,1
bright phœbus,1
behold bright,1
unmarried ere,1
die unmarried,1
breath pale,1
cytherea breath,1
or cytherea,1
juno eyes,1
of juno,1
lids of,1
the lids,1
but sweeter,1
dim but,1
violets dim,1
beauty violets,1
with beauty,1
leave grazing,1
welcome perdita,1
great creating,1
race this,1
of baser,1
baser kind,1
kind by,1
by bud,1
bud of,1
nobler race,1
does mend,1
wildest stock,1
mend nature,1
nature change,1
rather but,1
art itself,1
is nature,1
nature polixenes,1
make conceive,1
scion to,1
age you,1
over that,1
creating nature,1
nature perdita,1
polixenes say,1
mean but,1
mean so,1
so over,1
say adds,1
gentler scion,1
adds to,1
see sweet,1
sweet maid,1
maid we,1
we marry,1
a gentler,1
is perdita,1
polixenes then,1
your garden,1
the marigold,1
you hot,1
hot lavender,1
lavender mints,1
mints savory,1
savory marjoram,1
marjoram the,1
marigold that,1
garden rich,1
bed wi,1
him rises,1
rises weeping,1
weeping these,1
are flowers,1
middle age,1
here flowers,1
breed by,1
therefore desire,1
youth should,1
wish this,1
painted i,1
i painted,1
than were,1
them no,1
one slip,1
set one,1
dibble in,1
the dibble,1
bastards polixenes,1
them bastards,1
gillyvors and,1
in gillyvors,1
unknown but,1
be are,1
hast lov,1
devil would,1
the casting,1
casting forth,1
to crows,1
crows thy,1
thy baby,1
baby daughter,1
have shed,1
by whereof,1
shed water,1
water out,1
fire ere,1
ere nor,1
nor directly,1
directly laid,1
reckon the,1
standing by,1
whose honourable,1
nor much,1
but show,1
fool inconstant,1
inconstant and,1
and damnable,1
damnable ingrateful,1
ingrateful nor,1
have poison,1
monstrous standing,1
poison good,1
camillo honour,1
king poor,1
poor trespasses,1
trespasses more,1
more monstrous,1
prince whose,1
honourable thoughts,1
happier affairs,1
higher powers,1
dearest creature,1
creature dead,1
vengeance not,1
not dropp,1
dropp down,1
the higher,1
powers forbid,1
cry queen,1
forbid lord,1
if word,1
nor oath,1
oath prevail,1
prevail not,1
bring tincture,1
sweetest dearest,1
said cry,1
thoughts thoughts,1
foolish sire,1
thoughts high,1
high for,1
tender the,1
could conceive,1
gross and,1
and foolish,1
sire blemish,1
lords when,1
blemish his,1
gracious dam,1
dam this,1
no laid,1
answer but,1
last lords,1
polixenes was,1
thou polixenes,1
spices of,1
what fit,1
lace lest,1
heart cracking,1
cracking it,1
it break,1
break too,1
too paulina,1
what studied,1
o cut,1
studied torments,1
torments tyrant,1
tyrant hast,1
hast for,1
what wheels,1
wheels racks,1
my lace,1
while o,1
but spices,1
thorough my,1
all incertainties,1
incertainties himself,1
himself commended,1
commended no,1
he glisters,1
glisters thorough,1
my rust,1
fourzero woe,1
rust and,1
his piety,1
piety does,1
deeds make,1
the blacker,1
blacker leontes,1
racks fires,1
fires what,1
what flaying,1
boys too,1
working with,1
thy jealousies,1
jealousies fancies,1
fancies too,1
too weak,1
weak for,1
too green,1
flaying or,1
idle for,1
for girls,1
then run,1
indeed stark,1
thy fooleries,1
fooleries were,1
together working,1
tyranny together,1
thy tyranny,1
worst thy,1
most worst,1
word deserves,1
receive whose,1
torture must,1
newer torture,1
or newer,1
old or,1
oils what,1
or oils,1
leads or,1
in leads,1
boiling in,1
what boiling,1
tincture or,1
or lustre,1
lip her,1
i daily,1
tears shed,1
shed there,1
my recreation,1
recreation so,1
this exercise,1
exercise so,1
daily vow,1
perpetual once,1
sorrows leontes,1
three bohemia,1
desert country,1
country near,1
sea stage,1
enter antigonus,1
chapel where,1
shame perpetual,1
children i,1
dead bodies,1
too take,1
nothing paulina,1
fourone thou,1
when most,1
most the,1
pitied of,1
bodies of,1
death appear,1
son one,1
one grave,1
grave shall,1
both upon,1
the causes,1
causes of,1
antigonus with,1
a mariner,1
art perfect,1
done go,1
are angry,1
upon mariner,1
fourtwo their,1
their sacred,1
sacred wills,1
wills be,1
aboard look,1
perfect then,1
thy bark,1
bark i,1
long before,1
thee antigonus,1
fourtwo make,1
best haste,1
hand are,1
heavens with,1
blusters in,1
present blusters,1
threaten present,1
grimly and,1
look grimly,1
skies look,1
ill time,1
in ill,1
have landed,1
bohemia antigonus,1
desarts of,1
the desarts,1
touch upon,1
hath touch,1
ship hath,1
own lord,1
fool again,1
eye heat,1
still winter,1
knees ten,1
together naked,1
naked fasting,1
fasting upon,1
barren mountain,1
mountain and,1
winter in,1
despair a,1
in storm,1
storm perpetual,1
perpetual could,1
wert paulina,1
on go,1
tongues to,1
thousand knees,1
but despair,1
queen fool,1
not repent,1
heat outwardly,1
outwardly or,1
or breath,1
breath within,1
thou tyrant,1
tyrant do,1
repent these,1
therefore betake,1
are heavier,1
heavier than,1
thy woes,1
woes can,1
can stir,1
stir therefore,1
talk their,1
their bitterest,1
bitterest leontes,1
minded you,1
receive affliction,1
affliction at,1
petition i,1
rather let,1
be punish,1
have minded,1
should forget,1
fourone say,1
forget now,1
liege sir,1
sir royal,1
sir forgive,1
i bore,1
bore your,1
not receive,1
grief do,1
past grief,1
help should,1
past help,1
noble heart,1
woman he,1
rashness of,1
the rashness,1
show too,1
repent alas,1
make when,1
sorry all,1
speech lord,1
made fault,1
goes you,1
business goes,1
certain hazard,1
the certain,1
knew great,1
die therefore,1
liege tell,1
what blessings,1
blessings i,1
here alive,1
alive that,1
should fear,1
therefore proceed,1
of limit,1
proceed but,1
this mistake,1
a straw,1
straw for,1
would free,1
free if,1
limit now,1
got strength,1
mouth hal,1
hatred the,1
murder myself,1
myself on,1
every post,1
post proclaim,1
with immodest,1
immodest hatred,1
privilege denied,1
open air,1
denied which,1
all fashion,1
fashion lastly,1
lastly hurried,1
hurried here,1
place open,1
be upon,1
upon surmises,1
surmises all,1
russia was,1
in apollo,1
apollo name,1
oracle lord,1
exeunt certain,1
certain officers,1
hermione the,1
were alive,1
all proofs,1
here beholding,1
beholding his,1
daughter trial,1
trial that,1
the flatness,1
flatness of,1
therefore bring,1
just therefore,1
altogether just,1
is altogether,1
request is,1
hermione lord,1
judge hermione,1
apollo be,1
oracle apollo,1
refer me,1
do refer,1
not law,1
rigour and,1
you rigour,1
jealousies awake,1
sleeping else,1
proofs sleeping,1
hal out,1
innocent mouth,1
revenge hermione,1
avails for,1
shame those,1
your fact,1
fact are,1
deny concerns,1
concerns more,1
than avails,1
thy brat,1
by polixenes,1
brat hath,1
been cast,1
out like,1
itself no,1
father owning,1
owning it,1
all shame,1
bastard by,1
most innocent,1
departure as,1
tastes though,1
that camillo,1
left your,1
themselves wotting,1
wotting no,1
ignorant hermione,1
absence leontes,1
dreams you,1
life stands,1
your dreams,1
dreams which,1
down hermione,1
leontes threeseven,1
your actions,1
more criminal,1
shalt feel,1
feel our,1
third comfort,1
body from,1
am barr,1
barr like,1
one infectious,1
infectious my,1
my third,1
comfort starr,1
our justice,1
starr most,1
most unluckily,1
unluckily is,1
innocent milk,1
milk in,1
its most,1
second joy,1
my second,1
went my,1
give lost,1
commodity the,1
no commodity,1
can life,1
bug which,1
the bug,1
your threats,1
threeseven sir,1
hermione threeseven,1
death leontes,1
than death,1
passage look,1
easiest passage,1
whose easiest,1
misery yet,1
with cleomenes,1
quit his,1
dir apollo,1
her some,1
some remedies,1
remedies for,1
exeunt paulina,1
ladies with,1
with hermione,1
apollo pardon,1
you tenderly,1
great profaneness,1
profaneness thine,1
thine oracle,1
oracle i,1
reconcile me,1
polixenes new,1
tenderly apply,1
suspicion beseech,1
dead servant,1
queen look,1
apollo angry,1
do strike,1
my injustice,1
injustice stage,1
hermione swoons,1
paulina this,1
what death,1
own suspicion,1
is doing,1
doing paulina,1
leontes take,1
hence her,1
recover i,1
believ mine,1
new woo,1
queen recall,1
recall the,1
threaten and,1
swift command,1
command though,1
with death,1
with reward,1
reward did,1
did threaten,1
most humane,1
camillo whom,1
humane and,1
and fill,1
my kingly,1
kingly guest,1
guest unclasp,1
practice quit,1
tardied my,1
camillo tardied,1
of camillo,1
good mind,1
polixenes which,1
friend polixenes,1
poison my,1
to poison,1
camillo for,1
chose camillo,1
revenge i,1
to revenge,1
to bloody,1
jealousies to,1
my jealousies,1
transported by,1
i proclaim,1
leontes apollo,1
gone leontes,1
officer you,1
chaste polixenes,1
leontes break,1
the seals,1
seals and,1
read leontes,1
hermione is,1
is chaste,1
polixenes blameless,1
swear dion,1
blameless camillo,1
camillo a,1
subject leontes,1
jealous tyrant,1
tyrant his,1
innocent babe,1
dion leontes,1
dion all,1
how gone,1
this oracle,1
you cleomenes,1
dion have,1
been both,1
at delphos,1
delphos and,1
thence have,1
oracle by,1
swear cleomenes,1
apollo priest,1
holy seal,1
nor read,1
i officer,1
officer cleomenes,1
cleomenes all,1
babe truly,1
truly begotten,1
begotten and,1
mere falsehood,1
leontes there,1
truth at,1
oracle the,1
the sessions,1
sessions shall,1
proceed this,1
falsehood leontes,1
live without,1
servant my,1
business leontes,1
servant o,1
with mere,1
mere conceit,1
queen speed,1
officer leontes,1
down officer,1
officer ay,1
truth leontes,1
read truth,1
thou read,1
leontes hast,1
praised hermione,1
hermione praised,1
lords hermione,1
apollo lords,1
now blessed,1
lords now,1
officer lords,1
found officer,1
heir if,1
without an,1
land is,1
be loud,1
loud weather,1
swift passage,1
unfold error,1
error now,1
my wings,1
wings impute,1
impute it,1
a crime,1
passage that,1
bad that,1
i slide,1
slide sixteen,1
growth untried,1
untried of,1
that wide,1
gap since,1
and unfold,1
terror of,1
clown marry,1
shepherd scene,1
ground clown,1
a lucky,1
lucky day,1
day boy,1
deeds o,1
o stage,1
enter time,1
and terror,1
the chorus,1
that please,1
please some,1
some try,1
all both,1
both joy,1
to law,1
plant and,1
custom let,1
growing as,1
patience this,1
this allowing,1
allowing i,1
my scene,1
scene such,1
such growing,1
had slept,1
me pass,1
slept between,1
between leontes,1
leontes leaving,1
the effects,1
his fond,1
fond jealousies,1
now seems,1
tale now,1
glistering of,1
the glistering,1
make stale,1
reigning and,1
now reigning,1
things now,1
freshest things,1
the freshest,1
times that,1
receiv i,1
now receiv,1
was or,1
order was,1
ere order,1
am ere,1
shall help,1
is fetch,1
so grieving,1
boy ope,1
new born,1
born here,1
squire child,1
child look,1
up take,1
up boy,1
ope so,1
things dying,1
rich by,1
fairies this,1
some what,1
what within,1
within boy,1
made old,1
things new,1
mettest with,1
left of,1
lacked footing,1
helped the,1
ship side,1
side to,1
helped her,1
charity would,1
have lacked,1
footing clown,1
thou mettest,1
shepherd heavy,1
matters heavy,1
matters but,1
here boy,1
now bless,1
bless thyself,1
youth are,1
are forgiven,1
forgiven you,1
eaten they,1
way home,1
home shepherd,1
clown go,1
your findings,1
findings i,1
bear be,1
are never,1
live gold,1
are hungry,1
hungry if,1
him left,1
deed if,1
mayst discern,1
discern by,1
sheep go,1
my sheep,1
secrecy let,1
but secrecy,1
requires nothing,1
still requires,1
lucky boy,1
are lucky,1
home home,1
close home,1
it close,1
up keep,1
gold boy,1
fairy gold,1
is fairy,1
shepherd this,1
gold clown,1
jealousies so,1
grieving that,1
dined on,1
enough considered,1
either stay,1
execute them,1
them thyself,1
very services,1
services thou,1
done which,1
considered too,1
sufficiently manage,1
more thankful,1
profit therein,1
the heaping,1
heaping friendships,1
friendships of,1
that fatal,1
manage must,1
can sufficiently,1
camillo wipe,1
goodness hath,1
thy services,1
services by,1
by leaving,1
leaving me,1
thee thine,1
own goodness,1
better not,1
thee can,1
than thus,1
want thee,1
thou having,1
me businesses,1
businesses which,1
without thee,1
fatal country,1
country sicilia,1
sicilia prithee,1
gracious than,1
florizel my,1
son kings,1
less unhappy,1
unhappy their,1
issue not,1
being gracious,1
losing them,1
more whose,1
have approved,1
approved their,1
virtues polixenes,1
days since,1
prince what,1
his happier,1
sawest thou,1
when sawest,1
lamented say,1
afresh lamented,1
be afresh,1
precious queen,1
whose loss,1
brother whose,1
reconciled king,1
and reconciled,1
callest him,1
thou callest,1
penitent as,1
that penitent,1
punishes me,1
naming punishes,1
very naming,1
wipe not,1
me camillo,1
he shuts,1
is brought,1
her ensues,1
ensues i,1
not prophesy,1
prophesy but,1
time news,1
news be,1
her adheres,1
with wondering,1
adheres which,1
which follows,1
follows after,1
after is,1
is th,1
th argument,1
wondering what,1
equal with,1
polixenes as,1
king which,1
himself me,1
gentle spectators,1
spectators that,1
fair bohemia,1
i mention,1
mention a,1
which florizel,1
grace equal,1
speed so,1
so pace,1
pace to,1
of perdita,1
now grown,1
grown in,1
this allow,1
allow if,1
spent time,1
feeling sorrows,1
been aired,1
aired abroad,1
bones there,1
there besides,1
penitent king,1
whose feeling,1
sorrows i,1
time worse,1
some allay,1
allay or,1
so which,1
another spur,1
my departure,1
departure camillo,1
part been,1
is fifteen,1
camillo it,1
anything a,1
thee anything,1
denying thee,1
sickness denying,1
importunate is,1
more importunate,1
enter polixenes,1
one bohemia,1
time scene,1
may stage,1
earnestly you,1
wishes earnestly,1
if never,1
worse ere,1
shepherd would,1
half dined,1
weather besides,1
hath suffer,1
once yea,1
yea superstitiously,1
superstitiously i,1
be squar,1
squar by,1
believe hermione,1
that apollo,1
are toys,1
apollo would,1
being indeed,1
king polixenes,1
polixenes it,1
laid either,1
either for,1
toys yet,1
slumber dreams,1
it crying,1
paulina more,1
counted lost,1
ever perdita,1
prithee for,1
this ungentle,1
ungentle business,1
business put,1
with shrieks,1
no slumber,1
shrieks she,1
she melted,1
air affrighted,1
affrighted much,1
time collect,1
collect myself,1
earth of,1
its right,1
right father,1
accurs am,1
mother fault,1
fault art,1
may follow,1
follow weep,1
weep i,1
most accurs,1
oath enjoin,1
father blossom,1
this farewell,1
day frowns,1
frowns more,1
a lullaby,1
lullaby too,1
rough i,1
begins poor,1
storm begins,1
rest thine,1
still rest,1
breed thee,1
both breed,1
please both,1
fortune please,1
bundle stage,1
a bundle,1
these stage,1
there these,1
character there,1
thy character,1
down child,1
speed thee,1
blossom speed,1
crying and,1
there weep,1
dim by,1
creature sometimes,1
for was,1
was dream,1
dream so,1
a waking,1
waking to,1
me comes,1
sometimes her,1
thing be,1
side some,1
some another,1
like sorrow,1
sorrow so,1
so fill,1
so becoming,1
mother appear,1
walk again,1
bohemia there,1
instantly antigonus,1
is famous,1
prey that,1
keep upo,1
upo mariner,1
thou away,1
follow instantly,1
so rid,1
may walk,1
business mariner,1
come poor,1
not believ,1
believ the,1
spirits o,1
dead may,1
becoming in,1
white robes,1
robes like,1
fate against,1
anon did,1
this break,1
break from,1
her antigonus,1
antigonus since,1
since fate,1
better disposition,1
like very,1
disposition hath,1
babe according,1
oath places,1
places remote,1
remote enough,1
enough are,1
spent anon,1
fury spent,1
spouts the,1
two spouts,1
became two,1
eyes became,1
speech her,1
begin some,1
gasping to,1
and gasping,1
bow before,1
thrice bow,1
lay thrice,1
cabin where,1
my cabin,1
sanctity she,1
very sanctity,1
so dim,1
savage clamour,1
water nor,1
souls sometimes,1
it takes,1
takes up,1
shore but,1
point o,1
piteous cry,1
cry of,1
sometimes to,1
it rages,1
ship boring,1
boring the,1
her mainmast,1
mainmast and,1
anon swallowed,1
swallowed with,1
rages how,1
chafes how,1
rotten come,1
a see,1
what ailest,1
ailest thou,1
seen two,1
such sights,1
sights by,1
land but,1
see for,1
it chafes,1
sky betwixt,1
the firmament,1
firmament and,1
not thrust,1
bodkin point,1
point clown,1
with yest,1
yest and,1
and froth,1
not winked,1
both roaring,1
roaring louder,1
or weather,1
weather clown,1
shepherd name,1
mercy when,1
winked since,1
froth as,1
saw these,1
these sights,1
sights the,1
yet cold,1
cold under,1
under water,1
mocked him,1
bear mocked,1
gentleman roared,1
mocked them,1
sea mocked,1
souls roared,1
nobleman but,1
antigonus a,1
was antigonus,1
shoulderbone how,1
his shoulderbone,1
tore out,1
bear tore,1
hogshead and,1
cork into,1
a cork,1
you thrust,1
hither what,1
art dead,1
clamour well,1
this weather,1
stealing fighting,1
fighting hark,1
these boiled,1
boiled brains,1
of nineteen,1
nineteen and,1
weather they,1
the ancientry,1
have scared,1
scared away,1
away two,1
best sheep,1
sheep which,1
wolf will,1
ancientry stealing,1
wronging the,1
if see,1
between sixteen,1
aboard this,1
exit pursued,1
pursued by,1
shepherd fourfour,1
no age,1
age between,1
sixteen and,1
child wronging,1
and or,1
youth would,1
would sleep,1
but getting,1
getting wenches,1
wenches with,1
sooner find,1
find than,1
if anywhere,1
he hollaed,1
scape this,1
some they,1
were warmer,1
warmer that,1
tarry till,1
son come,1
hollaed but,1
anywhere i,1
now whoa,1
ho hoa,1
hoa shepherd,1
clown hilloa,1
hilloa loa,1
loa clown,1
the scape,1
bookish yet,1
not bookish,1
scape though,1
some scape,1
sure some,1
one sure,1
wonder a,1
boy or,1
pretty barne,1
a barne,1
dir mercy,1
luck a,1
ivy good,1
of ivy,1
browsing of,1
the browsing,1
in tunes,1
tunes perdita,1
these pedlars,1
or pluck,1
or toaze,1
toaze from,1
am therefore,1
no courtier,1
am courtier,1
either push,1
pluck back,1
i insinuate,1
there whereupon,1
command thee,1
thy affair,1
affair autolycus,1
shepherd my,1
business sir,1
insinuate or,1
thy baseness,1
what advocate,1
courtier seest,1
us one,1
taken yourself,1
manner clown,1
shepherd are,1
courtier a,1
autolycus whether,1
these enfoldings,1
reflect i,1
enfoldings hath,1
my gait,1
court receives,1
receives not,1
nose from,1
me reflect,1
autolycus what,1
advocate hast,1
pedlars that,1
shepherd his,1
are therefore,1
not disdain,1
disdain autolycus,1
clown this,1
great courtier,1
courtier clown,1
are rich,1
men yet,1
wears them,1
not handsomely,1
handsomely shepherd,1
clown he,1
noble in,1
being fantastical,1
nature might,1
not simple,1
shepherd i,1
shepherd none,1
clown advocate,1
advocate the,1
the for,1
a pheasant,1
pheasant say,1
none clown,1
no pheasant,1
bless are,1
pheasant cock,1
cock nor,1
nor hen,1
hen shepherd,1
autolycus how,1
how bless,1
worship had,1
clown your,1
lie autolycus,1
now rustics,1
me pocket,1
my pedlar,1
pedlar excrement,1
excrement stage,1
false beard,1
beard stage,1
rustics whither,1
sometimes by,1
bound autolycus,1
palace an,1
worship shepherd,1
autolycus your,1
affairs there,1
that fardel,1
chance let,1
so sometimes,1
steel therefore,1
what impediment,1
puppies autolycus,1
king there,1
fardel will,1
him scratch,1
scratch his,1
beard shepherd,1
impediment this,1
naturally honest,1
complaint may,1
clown pray,1
heartily he,1
at palace,1
palace clown,1
not naturally,1
fardel the,1
your dwelling,1
dwelling your,1
us soldiers,1
lying it,1
becomes none,1
but tradesmen,1
tradesmen and,1
they often,1
often give,1
soldiers the,1
names your,1
lie but,1
with stamped,1
stamped coin,1
coin not,1
not stabbing,1
stabbing steel,1
no lying,1
hairy let,1
and hairy,1
are rough,1
fellows sir,1
plain fellows,1
but plain,1
clown we,1
discover autolycus,1
known discover,1
fitting to,1
is fitting,1
and anything,1
having breeding,1
what having,1
ages of,1
your ages,1
fantastical a,1
warrant i,1
the picking,1
the hottest,1
with or,1
other hot,1
hot infusion,1
infusion then,1
then raw,1
raw as,1
hottest day,1
then recovered,1
day prognostication,1
prognostication proclaims,1
proclaims shall,1
sun looking,1
looking with,1
a southward,1
recovered again,1
dram dead,1
all deaths,1
flayed alive,1
few the,1
sharpest too,1
too easy,1
easy autolycus,1
clown has,1
autolycus he,1
alive then,1
quarters and,1
then over,1
with honey,1
honey set,1
wasp nest,1
nest then,1
then stand,1
southward eye,1
with flies,1
flies blown,1
suits here,1
your persons,1
presence whisper,1
your behalfs,1
behalfs and,1
man besides,1
your suits,1
authority close,1
blown to,1
close with,1
though authority,1
authority be,1
stubborn bear,1
bear yet,1
oft led,1
aboard tender,1
is aboard,1
considered i,1
gently considered,1
something gently,1
being something,1
plain men,1
capital tell,1
so capital,1
their offences,1
smiled at,1
be smiled,1
miseries are,1
whose miseries,1
rascals whose,1
traitorly rascals,1
these traitorly,1
deaths are,1
cote all,1
picking on,1
serious thou,1
gone aboard,1
new ship,1
purge melancholy,1
air himself,1
thou capable,1
things serious,1
grief autolycus,1
labour autolycus,1
sir about,1
daughter shepherd,1
that shepherd,1
in let,1
him fly,1
the curses,1
palace he,1
age thou,1
sheep cote,1
shepherd sir,1
on teeth,1
teeth clown,1
fardel there,1
fardel wherefore,1
wherefore that,1
box autolycus,1
lies such,1
autolycus age,1
such secrets,1
secrets in,1
and box,1
box which,1
none must,1
know within,1
curses he,1
the torture,1
torture he,1
into grace,1
all come,1
hangman which,1
great pity,1
necessary an,1
old rogue,1
daughter come,1
grace some,1
shall feel,1
be stoned,1
stoned but,1
that death,1
too soft,1
soft for,1
throne into,1
times shall,1
fifty times,1
removed fifty,1
though removed,1
germane to,1
are germane,1
bitter but,1
vengeance bitter,1
make heavy,1
shall suffer,1
alone shall,1
he alone,1
autolycus not,1
clown think,1
monster autolycus,1
of monster,1
feel will,1
wisely puppies,1
dir very,1
ounce clown,1
change garments,1
poverty we,1
exchange therefore,1
therefore discase,1
discase thee,1
thee instantly,1
a necessity,1
garments with,1
steal that,1
gentleman though,1
the pennyworth,1
pennyworth on,1
side be,1
some boot,1
boot camillo,1
thy poverty,1
nobody will,1
this omit,1
camillo how,1
nothing may,1
us aid,1
aid camillo,1
now why,1
why hanging,1
hanging autolycus,1
why shakest,1
here nobody,1
shakest thou,1
so fear,1
harm intended,1
camillo why,1
why be,1
still here,1
fellow dir,1
enough autolycus,1
half flayed,1
retire yourself,1
dir fortunate,1
fortunate mistress,1
prophecy come,1
to ye,1
ye must,1
must retire,1
some covert,1
flayed already,1
covert take,1
your sweetheart,1
sweetheart hat,1
brows muffle,1
face dismantle,1
dismantle you,1
garments stage,1
exchange garments,1
autolycus exchange,1
and autolycus,1
unbuckle stage,1
camillo unbuckle,1
conscience take,1
with conscience,1
earnest but,1
had earnest,1
autolycus indeed,1
florizel autolycus,1
prithee florizel,1
florizel dispatch,1
earnest sir,1
autolycus are,1
already camillo,1
omit nothing,1
whom have,1
disliken the,1
that hung,1
geld a,1
a codpiece,1
codpiece of,1
have filed,1
filed keys,1
keys off,1
hung in,1
was senseless,1
in chains,1
chains no,1
no hearing,1
hearing no,1
feeling but,1
sir song,1
senseless was,1
placket it,1
seeing autolycus,1
both tune,1
reasonable man,1
wenches song,1
stir his,1
his pettitoes,1
pettitoes till,1
had both,1
which so,1
pinched a,1
so drew,1
drew the,1
herd to,1
their other,1
senses stuck,1
have pinched,1
and admiring,1
admiring the,1
of lethargy,1
from king,1
this means,1
means being,1
you arrive,1
arrive shall,1
clear that,1
doubt camillo,1
king florizel,1
lethargy i,1
camillo shall,1
shall satisfy,1
perdita happy,1
speak shows,1
shows fair,1
fair perdita,1
letters by,1
perdita come,1
army autolycus,1
alive in,1
